review,rating
"Sorry don't buy this earphone it sounds worse
Even Thier 399 rupees Mi Basic earphones sounds way better and Realme buds 2 are better than these
In this budget JBL C100Si is the best sounding one for 599 rupees
CX180 was best sounding under 5000 rupees but it's out of stock so .....",2.0 out of 5 stars
Ordered these after my 1more piston earphones stopped working and their prices doubled since the last time I bought them. I've been using these 6+hours daily for two weeks and they get really uncomfortable to wear every hour or so and you have to take them off and massage your ear. I've decided I'm not going to use them anymore and going to order the old familiar CX180 instead.,2.0 out of 5 stars
High quality bass and mic quality excellent h ✌,5.0 out of 5 stars
"This product is really good in quality, I have used it for almost a year. the wire comes with a extra layer of fiber which is very strong.
Perfect piece for moderate users.
Pros :
Magnets
strong wire
sound quality
Extra fiber layer
buttons like play/pause, next and previous

cons :
No extra fiber covering from junction makes wire come out if you pull very hard,
No headphone pouch
tangled every time
Little pricy I bought for almost 700 a year back.

Over all its a good product.",5.0 out of 5 stars
"The button presses itself and songs will pause, calls get disconnected, Google voice assistant activates unexpectedly etc which is irritating.",2.0 out of 5 stars
"Overall good option in this product sound,bass and noise cancellation is better choice.",3.0 out of 5 stars
Good sound quality with bass and treble,4.0 out of 5 stars
"The wires are braided from pin to the junction point, but at the junction point, the wires are just plain rubber so they are prone to damage. Keep them untangled and you'll be fine.",4.0 out of 5 stars
I bought this product however its volume buttons not working properly. While connecting to mobile its automatically making volume to full & disturbing sound controls. I not found any warranty & refund option as still product is under 6 months warranty. Please guide to replace this ordered product.,3.0 out of 5 stars
"Prons
1.Great Sound Quality feels good
2.Amazing bass when we adjust equalizer
3.Mic is perfect
4.Wire quality is good
5.L shape audio jack prevents damaging good
6.Earbuds is soft and didn't get any discomfort or pain while using.
7.Great for music and movies dual driver works really great.

Cons
1.Mic and volume button is not great for user friendly but good
2.When you go in full volume there is little disortion but thats not the problem it doesnt gives any disortion at 80% volume,this level sound is loud and highly enough for hearing songs for long time.

Overall its worth for its price.Most of the youtubers told realme buds 2 is great but I don't think so I used realme buds too it is also good but only difference between mi dual driver and realme buds is realme default has good bass than mi dual driver but when we adjust equalizer in mi dual driver its sound amazing Definitely go for it.",5.0 out of 5 stars
"I am writing this review after using the product more than a year it's very good one and sound quality is good balanced sound ,mic quality is good, easy to ware,and magnets last long wireing is also good .",5.0 out of 5 stars
"Bass is good, sound is loud but quality of music is not clear. Loud bass is canceled the other instrumental sound. Not recommended for music lover",3.0 out of 5 stars
Earphone wire quality and Magnetic buds is very good.,5.0 out of 5 stars
Volume level in good and you get nice passive noise cancellation. Bass is enough.,5.0 out of 5 stars
"Got this for 799rs and this is truly more than bang for buck. Excellent bass and incredible clarity, wasn't expecting this quality. I had 2 yrs old model Mi earphones which i bought for 699rs at that time, and this is so much better than previous model. Kudos to Mi for getting this bang on.",5.0 out of 5 stars
"For the past 3 years, I used apple earphones, these earphones are not up to Apple but it's.

I purchased this product for 599 in this price range these earphones are the best
It is only for bass lovers
Pros :
Bass
Build quality
Cons:
Highs
Mids
Without offer price range is 799.
Don't buy for these price range..",4.0 out of 5 stars
Bass quality is super,5.0 out of 5 stars
I was rcv defective product plz check the product before u sell,5.0 out of 5 stars
Best price affordable and good immersive sound..,4.0 out of 5 stars
Good product,4.0 out of 5 stars
The function button & volume buttons are not working. Also the microphone is not working properly.,2.0 out of 5 stars
"Writing review after just unpacking.Might update it in future

I dont know about the much about different types of sound but I do know bass when I hear it and this one is a BASS Monster unlike any other earphones I owned..Its like surround sound from a tv speaker..The bass can be more felt than heard..

Other types like treble etc might be heard if you play with the equaliser(I havent done it yet)...

Overall I like it better that the Philips earphone I bought for slightly higher than this price, compared to that built quality is as they say in the product description.Its truly tangle free",4.0 out of 5 stars
"Build quality is good, but sound is average.",3.0 out of 5 stars
Very good product.,5.0 out of 5 stars
Earphones is good but its jack is loose in some mobiles like vivo u20,4.0 out of 5 stars
"Everything is good, only thing wrinkles. Earphones get overlap each other which make me irritating everytime to fix it out.
Apart from that sound qty and all are well and good.",4.0 out of 5 stars
"7,8 month bad bhi achhe kam kar rhe hai ye earphone",4.0 out of 5 stars
Bass quality is not very good... It's there but not too much for bass lovers.. And sound is high and noise cancellation is good only at high volume....,3.0 out of 5 stars
